data_hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
17/02/2011 17:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORDESTE       ,           ,,0061463866.00,0080473677.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 17:20,COLISAO DE VEICULOS COM VITIMA                    ,,,CENTRO-SUL     ,           ,,0061072102.00,0079616280.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 17:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,           ,,0061106022.00,0080516637.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 17:50,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,,,NORDESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 17:50,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060769511.00,0079693786.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 19:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORDESTE       ,           ,,0061523711.00,0080560618.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 19:30,CHOQUE MECANICO COM VITIMA                        ,,,NOROESTE       ,           ,,0060928234.00,0079912650.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 19:50,QUEDA DE PESSOA DE VEICULO                        ,,,CENTRO-SUL     ,           ,,0061335755.00,0079549600.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 21:17,CHOQUE MECANICO COM VITIMA                        ,,,NORDESTE       ,           ,,0061176749.00,0080352386.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 21:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,           ,SIM,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 22:10,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,LESTE          ,           ,,0061504414.00,0080028433.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 23:00,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,SIM,0061112141.00,0079658531.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
17/02/2011 23:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,NOROESTE       ,           ,,0060822228.00,0079785107.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 01:45,ABALROAMENTO COM VITIMA                           ,,,CENTRO-SUL     ,           ,,0061385915.00,0079718286.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 02:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,SIM,0061344556.00,0079461666.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 03:30,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061008774.00,0079443590.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 03:40,ABALROAMENTO COM VITIMA                           ,,,NOROESTE       ,           ,,0060805940.00,0079806802.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 05:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,OESTE          ,           ,,0060888125.00,0079596664.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 05:55,OUTROS COM VITIMA                                 ,,,NORDESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 06:35,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 06:43,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,OESTE          ,           ,,0060914353.00,0079566345.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 07:10,ABALROAMENTO COM VITIMA                           ,,,PAMPULHA       ,           ,,0060764568.00,0080553693.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 07:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,NORDESTE       ,           ,,0061522239.00,0080575560.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 07:45,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0060676476.00,0079884346.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 07:50,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,POLICIA CIVIL  ,,0061069337.00,0080743698.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 08:05,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,BOM            ,ASFALTO        ,NORTE          ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 08:11,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,BARREIRO       ,           ,,0060178479.00,0079056859.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 08:30,COLISAO DE VEICULOS COM VITIMA                    ,,,PAMPULHA       ,           ,,0060827712.00,0080441356.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 09:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0060804974.00,0079753340.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 09:40,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0060970805.00,0079725004.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 10:45,ABALROAMENTO COM VITIMA                           ,,,NORTE          ,           ,,0060922809.00,0080671333.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 11:45,CHOQUE MECANICO COM VITIMA                        ,,,CENTRO-SUL     ,           ,,0061119607.00,0079523197.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 12:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,CENTRO-SUL     ,           ,,0061091755.00,0079595122.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 12:50,ABALROAMENTO COM VITIMA                           ,,,CENTRO-SUL     ,           ,,0061116519.00,0079351759.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 13:45,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060549804.00,0079182441.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 14:00,ABALROAMENTO COM VITIMA                           ,,,OESTE          ,           ,,0060855456.00,0079160968.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 14:29,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 14:45,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORDESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 15:10,CHOQUE MECANICO COM VITIMA                        ,,,BARREIRO       ,           ,,0060205541.00,0079033994.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 15:30,COLISAO DE VEICULOS COM VITIMA                    ,,,CENTRO-SUL     ,           ,,0061079335.00,0079616722.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 16:30,CHOQUE MECANICO COM VITIMA                        ,,,OESTE          ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 16:30,ABALROAMENTO COM VITIMA                           ,,,LESTE          ,           ,,0061453713.00,0079670434.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 17:05,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 17:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061217790.00,0079651101.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 17:40,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060317917.00,0078773020.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 17:45,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0060979505.00,0080806625.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 17:50,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,BARREIRO       ,           ,SIM,0059896960.00,0079003335.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 18:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0061060201.00,0079685521.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 18:25,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,NOROESTE       ,POLICIA CIVIL  ,,0060863442.00,0079838181.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 18:45,CHOQUE MECANICO COM VITIMA                        ,,,NORTE          ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 18:46,COLISAO DE VEICULOS COM VITIMA                    ,,,CENTRO-SUL     ,           ,,0061127151.00,0079769636.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 19:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0061340596.00,0079461308.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 19:30,OUTROS COM VITIMA                                 ,,,CENTRO-SUL     ,           ,,0061053927.00,0079681969.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 19:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,           ,,0060886333.00,0080160097.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 20:00,CHOQUE MECANICO COM VITIMA                        ,,,NORDESTE       ,           ,,0061561383.00,0080672570.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 20:26,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 21:40,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,OESTE          ,           ,SIM,0060892582.00,0079411550.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
18/02/2011 23:35,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0061092062.00,0080717698.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 00:10,ABALROAMENTO COM VITIMA                           ,,,NOROESTE       ,           ,,0060841853.00,0079874087.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 00:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060646052.00,0079614906.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
19/02/2011 01:00,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,,,NOROESTE       ,           ,,0060448402.00,0079944777.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 01:04,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,ASFALTO        ,CENTRO-SUL     ,           ,,0061133726.00,0079739849.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 01:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061103519.00,0080636218.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
19/02/2011 03:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0060833581.00,0080356744.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 04:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060277569.00,0079086015.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 05:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,OESTE          ,           ,,0060876216.00,0079365026.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 07:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,ASFALTO        ,CENTRO-SUL     ,           ,,0061141192.00,0079667547.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 07:00,CHOQUE MECANICO COM VITIMA                        ,,,NOROESTE       ,           ,,0060746952.00,0079692514.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 07:20,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 07:30,ABALROAMENTO COM VITIMA                           ,,,LESTE          ,           ,,0061546652.00,0079868668.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 08:00,OUTROS COM VITIMA                                 ,,,CENTRO-SUL     ,           ,,0061285368.00,0079655841.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 09:10,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061085897.00,0079723545.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 09:30,COLISAO DE VEICULOS COM VITIMA                    ,,ASFALTO        ,BARREIRO       ,           ,NÃO,0059907466.00,0078932487.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 10:40,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,NOROESTE       ,           ,,0060872362.00,0079736545.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 10:45,CHOQUE MECANICO COM VITIMA                        ,,,NORDESTE       ,           ,,0060987012.00,0080066252.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 11:15,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,VENDA NOVA     ,           ,,0060660529.00,0080828405.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 11:20,COLISAO DE VEICULOS COM VITIMA                    ,,,NORTE          ,           ,,0061099569.00,0080669943.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 12:00,ABALROAMENTO COM VITIMA                           ,,,BARREIRO       ,           ,,0060437827.00,0078986868.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 12:30,ABALROAMENTO COM VITIMA                           ,,,NORDESTE       ,           ,,0061224888.00,0080009997.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 12:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0060212678.00,0079924751.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 12:42,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0060934473.00,0079726954.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:20,COLISAO DE VEICULOS COM VITIMA                    ,,,CENTRO-SUL     ,           ,,0061136026.00,0079748510.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060497557.00,0079885926.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:20,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061154724.00,0079429713.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:30,COLISAO DE VEICULOS COM VITIMA                    ,,,BARREIRO       ,           ,,0060070072.00,0078699174.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:45,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060746822.00,0079559570.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 13:50,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061231431.00,0079969331.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 14:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0061033201.00,0080345176.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 15:01,ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0060907431.00,0080896930.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
19/02/2011 15:10,CHOQUE MECANICO COM VITIMA                        ,,,NORDESTE       ,           ,,0061212838.00,0080072653.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 15:31,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0061100572.00,0079246146.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 16:00,ABALROAMENTO COM VITIMA                           ,,,LESTE          ,           ,,0061426590.00,0079673207.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 16:30,COLISAO DE VEICULOS COM VITIMA                    ,,ASFALTO        ,CENTRO-SUL     ,           ,,0061154988.00,0079643830.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 16:45,OUTROS COM VITIMA                                 ,,,BARREIRO       ,           ,,0060230486.00,0079056934.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 17:20,QUEDA DE VEICULO COM VITIMA                       ,,,BARREIRO       ,           ,,0060173004.00,0078854077.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 17:41,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060330754.00,0079097715.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 18:30,ABALROAMENTO COM VITIMA                           ,,,CENTRO-SUL     ,           ,,0061159205.00,0079446364.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 19:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061109478.00,0079702795.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 19:20,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORTE          ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 19:25,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0060551461.00,0080174026.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 20:35,ABALROAMENTO COM VITIMA                           ,,,OESTE          ,           ,,0060748662.00,0079453252.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 21:00,ABALROAMENTO COM VITIMA                           ,,,OESTE          ,           ,,0060372636.00,0079399495.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 21:15,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0060235575.00,0079787377.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 21:30,OUTROS COM VITIMA                                 ,,ASFALTO        ,NORTE          ,           ,,0061032209.00,0080549421.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 21:30,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,BARREIRO       ,           ,,0060512346.00,0078874909.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 22:41,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,LESTE          ,           ,,0061177913.00,0079885402.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
19/02/2011 23:00,CHOQUE MECANICO COM VITIMA                        ,,,NORTE          ,           ,,0061168084.00,0080522765.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 00:05,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 00:05,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061034859.00,0080824052.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 01:00,ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ,,ASFALTO        ,BARREIRO       ,           ,,0060471544.00,0079261241.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
20/02/2011 02:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,BARREIRO       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 03:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,           ,,0060404600.00,0078981767.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 03:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0061035910.00,0079533603.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 03:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,           ,,0061180930.00,0080509309.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 04:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORDESTE       ,           ,,0061178768.00,0080346051.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
20/02/2011 04:30,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 05:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061324557.00,0079391968.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 06:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,PAMPULHA       ,           ,,0060723779.00,0080298610.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 07:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NOROESTE       ,           ,,0060610204.00,0079618836.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 07:52,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,NOROESTE       ,           ,,0061459867.00,0080196680.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 08:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,BARREIRO       ,           ,,0060360709.00,0079022068.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 08:35,ABALROAMENTO COM VITIMA                           ,,,NORDESTE       ,           ,,0061234726.00,0080314123.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 09:00,ABALROAMENTO COM VITIMA                           ,,,NORDESTE       ,           ,,0061175573.00,0079892686.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 09:10,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,           ,,0061227736.00,0079656966.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 09:16,QUEDA DE PESSOA DE VEICULO                        ,,,NORDESTE       ,           ,,0061504454.00,0080235446.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 11:15,ABALROAMENTO COM VITIMA                           ,,,VENDA NOVA     ,           ,,0060847013.00,0080806422.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 13:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060872459.00,0079593054.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 14:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,           ,,0060598092.00,0080198878.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 14:30,COLISAO DE VEICULOS COM VITIMA                    ,,,LESTE          ,           ,,0061621602.00,0079805114.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 15:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,VENDA NOVA     ,           ,,0060560964.00,0080936829.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
20/02/2011 15:00,OUTROS COM VITIMA                                 ,,,NORDESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
